parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,j,zone,x,y
vk3_i:192_j:66_zone:2,log,factor,0.0884706,0.001,0.1,vk3,1.0,0.0,1,192,66,2,6451171.146628892,1842525.559752145
vk3_i:192_j:73_zone:2,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,192,73,2,6454392.913615976,1843893.1187018573
vk3_i:192_j:80_zone:2,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,192,80,2,6457614.680603059,1845260.67765157
vk3_i:199_j:31_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,199,31,1,6436429.870643186,1832465.998016499
vk3_i:199_j:38_zone:1,log,factor,0.0861493,0.001,0.1,vk3,1.0,0.0,1,199,38,1,6439651.63763027,1833833.5569662116
vk3_i:199_j:45_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,199,45,1,6442873.404617353,1835201.115915924
vk3_i:199_j:52_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,199,52,1,6446095.171604437,1836568.6748656365
vk3_i:199_j:59_zone:1,log,factor,0.0913935,0.001,0.1,vk3,1.0,0.0,1,199,59,1,6449316.938591521,1837936.2338153487
vk3_i:199_j:66_zone:1,log,factor,0.085316,0.001,0.1,vk3,1.0,0.0,1,199,66,1,6452538.705578605,1839303.7927650611
vk3_i:199_j:73_zone:1,log,factor,0.0958234,0.001,0.1,vk3,1.0,0.0,1,199,73,1,6455760.472565688,1840671.3517147736
vk3_i:206_j:24_zone:1,log,factor,0.0900831,0.001,0.1,vk3,1.0,0.0,1,206,24,1,6434575.662605815,1827876.672079703
vk3_i:206_j:31_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,206,31,1,6437797.429592898,1829244.2310294155
vk3_i:206_j:38_zone:1,log,factor,0.0965617,0.001,0.1,vk3,1.0,0.0,1,206,38,1,6441019.196579982,1830611.789979128
vk3_i:206_j:45_zone:1,log,factor,0.0900735,0.001,0.1,vk3,1.0,0.0,1,206,45,1,6444240.963567065,1831979.3489288404
vk3_i:206_j:52_zone:1,log,factor,0.094327,0.001,0.1,vk3,1.0,0.0,1,206,52,1,6447462.730554149,1833346.9078785528
vk3_i:206_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,206,59,1,6450684.497541233,1834714.4668282648
vk3_i:206_j:66_zone:1,log,factor,0.0853888,0.001,0.1,vk3,1.0,0.0,1,206,66,1,6453906.264528316,1836082.025777978
vk3_i:206_j:73_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,206,73,1,6457128.0315154,1837449.5847276903
vk3_i:206_j:80_zone:1,log,factor,0.0910403,0.001,0.1,vk3,1.0,0.0,1,206,80,1,6460349.798502483,1838817.1436774028
vk3_i:213_j:17_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,213,17,1,6432721.454568444,1823287.3461429072
vk3_i:213_j:24_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,213,24,1,6435943.221555527,1824654.90509262
vk3_i:213_j:31_zone:1,log,factor,0.0961472,0.001,0.1,vk3,1.0,0.0,1,213,31,1,6439164.988542611,1826022.464042332
vk3_i:213_j:38_zone:1,log,factor,0.0966583,0.001,0.1,vk3,1.0,0.0,1,213,38,1,6442386.755529694,1827390.0229920445
vk3_i:213_j:45_zone:1,log,factor,0.0974887,0.001,0.1,vk3,1.0,0.0,1,213,45,1,6445608.522516778,1828757.581941757
vk3_i:213_j:52_zone:1,log,factor,0.0904283,0.001,0.1,vk3,1.0,0.0,1,213,52,1,6448830.289503861,1830125.140891469
vk3_i:213_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,213,59,1,6452052.056490946,1831492.6998411815
vk3_i:213_j:66_zone:1,log,factor,0.0992306,0.001,0.1,vk3,1.0,0.0,1,213,66,1,6455273.823478029,1832860.2587908944
vk3_i:213_j:73_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,213,73,1,6458495.590465113,1834227.8177406068
vk3_i:213_j:80_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,213,80,1,6461717.357452196,1835595.3766903195
vk3_i:220_j:17_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,220,17,1,6434089.0135181565,1820065.5791558237
vk3_i:220_j:24_zone:1,log,factor,0.0934157,0.001,0.1,vk3,1.0,0.0,1,220,24,1,6437310.78050524,1821433.138105536
vk3_i:220_j:31_zone:1,log,factor,0.0880541,0.001,0.1,vk3,1.0,0.0,1,220,31,1,6440532.547492323,1822800.6970552483
vk3_i:220_j:38_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,220,38,1,6443754.314479407,1824168.2560049607
vk3_i:220_j:45_zone:1,log,factor,0.0994761,0.001,0.1,vk3,1.0,0.0,1,220,45,1,6446976.08146649,1825535.8149546727
vk3_i:220_j:52_zone:1,log,factor,0.0946519,0.001,0.1,vk3,1.0,0.0,1,220,52,1,6450197.848453574,1826903.3739043856
vk3_i:220_j:59_zone:1,log,factor,0.094199,0.001,0.1,vk3,1.0,0.0,1,220,59,1,6453419.615440658,1828270.932854098
vk3_i:220_j:66_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,220,66,1,6456641.382427742,1829638.4918038107
vk3_i:220_j:73_zone:1,log,factor,0.0901641,0.001,0.1,vk3,1.0,0.0,1,220,73,1,6459863.149414825,1831006.0507535231
vk3_i:220_j:80_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,220,80,1,6463084.916401909,1832373.609703236
vk3_i:227_j:17_zone:1,log,factor,0.0963887,0.001,0.1,vk3,1.0,0.0,1,227,17,1,6435456.572467869,1816843.81216874
vk3_i:227_j:24_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,227,24,1,6438678.339454953,1818211.3711184524
vk3_i:227_j:31_zone:1,log,factor,0.0975034,0.001,0.1,vk3,1.0,0.0,1,227,31,1,6441900.106442036,1819578.9300681648
vk3_i:227_j:38_zone:1,log,factor,0.0971185,0.001,0.1,vk3,1.0,0.0,1,227,38,1,6445121.87342912,1820946.4890178773
vk3_i:227_j:45_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,227,45,1,6448343.640416203,1822314.0479675897
vk3_i:227_j:52_zone:1,log,factor,0.0827904,0.001,0.1,vk3,1.0,0.0,1,227,52,1,6451565.407403287,1823681.606917302
vk3_i:227_j:59_zone:1,log,factor,0.0892714,0.001,0.1,vk3,1.0,0.0,1,227,59,1,6454787.174390371,1825049.1658670143
vk3_i:227_j:66_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,227,66,1,6458008.941377454,1826416.7248167272
vk3_i:227_j:73_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,227,73,1,6461230.708364538,1827784.28376644
vk3_i:227_j:80_zone:1,log,factor,0.0999891,0.001,0.1,vk3,1.0,0.0,1,227,80,1,6464452.475351621,1829151.842716152
vk3_i:234_j:17_zone:1,log,factor,0.0992526,0.001,0.1,vk3,1.0,0.0,1,234,17,1,6436824.131417582,1813622.0451816565
vk3_i:234_j:24_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,234,24,1,6440045.898404665,1814989.604131369
vk3_i:234_j:31_zone:1,log,factor,0.092571,0.001,0.1,vk3,1.0,0.0,1,234,31,1,6443267.665391749,1816357.1630810811
vk3_i:234_j:38_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,234,38,1,6446489.432378832,1817724.7220307935
vk3_i:234_j:45_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,234,45,1,6449711.199365916,1819092.2809805064
vk3_i:234_j:52_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,234,52,1,6452932.966352999,1820459.8399302184
vk3_i:234_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,234,59,1,6456154.733340084,1821827.398879931
vk3_i:234_j:66_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,234,66,1,6459376.500327167,1823194.957829644
vk3_i:234_j:73_zone:1,log,factor,0.0976692,0.001,0.1,vk3,1.0,0.0,1,234,73,1,6462598.267314251,1824562.516779356
vk3_i:234_j:80_zone:1,log,factor,0.0892296,0.001,0.1,vk3,1.0,0.0,1,234,80,1,6465820.034301334,1825930.0757290688
vk3_i:241_j:17_zone:1,log,factor,0.0917522,0.001,0.1,vk3,1.0,0.0,1,241,17,1,6438191.690367294,1810400.278194573
vk3_i:241_j:24_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,241,24,1,6441413.457354377,1811767.8371442852
vk3_i:241_j:31_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,241,31,1,6444635.2243414605,1813135.3960939976
vk3_i:241_j:38_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,241,38,1,6447856.991328544,1814502.9550437103
vk3_i:241_j:45_zone:1,log,factor,0.0804048,0.001,0.1,vk3,1.0,0.0,1,241,45,1,6451078.758315627,1815870.5139934227
vk3_i:241_j:52_zone:1,log,factor,0.0839969,0.001,0.1,vk3,1.0,0.0,1,241,52,1,6454300.525302711,1817238.0729431352
vk3_i:241_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,241,59,1,6457522.292289795,1818605.631892848
vk3_i:241_j:66_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,241,66,1,6460744.059276879,1819973.1908425605
vk3_i:241_j:73_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,241,73,1,6463965.826263962,1821340.7497922727
vk3_i:241_j:80_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,241,80,1,6467187.593251046,1822708.308741985
vk3_i:248_j:17_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,248,17,1,6439559.249317006,1807178.5112074893
vk3_i:248_j:24_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,248,24,1,6442781.01630409,1808546.0701572015
vk3_i:248_j:31_zone:1,log,factor,0.0946568,0.001,0.1,vk3,1.0,0.0,1,248,31,1,6446002.783291173,1809913.6291069144
vk3_i:248_j:38_zone:1,log,factor,0.090524,0.001,0.1,vk3,1.0,0.0,1,248,38,1,6449224.550278257,1811281.1880566264
vk3_i:248_j:45_zone:1,log,factor,0.0925971,0.001,0.1,vk3,1.0,0.0,1,248,45,1,6452446.31726534,1812648.747006339
vk3_i:248_j:52_zone:1,log,factor,0.0983588,0.001,0.1,vk3,1.0,0.0,1,248,52,1,6455668.084252424,1814016.3059560517
vk3_i:248_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,248,59,1,6458889.851239508,1815383.864905764
vk3_i:248_j:66_zone:1,log,factor,0.0906833,0.001,0.1,vk3,1.0,0.0,1,248,66,1,6462111.618226592,1816751.4238554763
vk3_i:248_j:73_zone:1,log,factor,0.0999743,0.001,0.1,vk3,1.0,0.0,1,248,73,1,6465333.385213675,1818118.982805189
vk3_i:248_j:80_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,248,80,1,6468555.152200758,1819486.5417549012
vk3_i:24_j:17_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,24,17,5,6395797.362926208,1910275.0547941627
vk3_i:24_j:24_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,24,24,5,6399019.129913291,1911642.6137438752
vk3_i:24_j:31_zone:4,log,factor,0.0940997,0.001,0.1,vk3,1.0,0.0,1,24,31,4,6402240.896900374,1913010.172693588
vk3_i:24_j:38_zone:4,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,24,38,4,6405462.663887458,1914377.7316433
vk3_i:255_j:17_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,255,17,1,6440926.808266719,1803956.7442204056
vk3_i:255_j:24_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,255,24,1,6444148.575253802,1805324.3031701185
vk3_i:255_j:31_zone:1,log,factor,0.0957174,0.001,0.1,vk3,1.0,0.0,1,255,31,1,6447370.342240886,1806691.862119831
vk3_i:255_j:38_zone:1,log,factor,0.0922542,0.001,0.1,vk3,1.0,0.0,1,255,38,1,6450592.109227969,1808059.421069543
vk3_i:255_j:45_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,255,45,1,6453813.876215053,1809426.9800192555
vk3_i:255_j:52_zone:1,log,factor,0.099301,0.001,0.1,vk3,1.0,0.0,1,255,52,1,6457035.643202136,1810794.538968968
vk3_i:255_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,255,59,1,6460257.410189221,1812162.0979186804
vk3_i:255_j:66_zone:1,log,factor,0.0941634,0.001,0.1,vk3,1.0,0.0,1,255,66,1,6463479.177176304,1813529.656868393
vk3_i:255_j:73_zone:1,log,factor,0.0964917,0.001,0.1,vk3,1.0,0.0,1,255,73,1,6466700.944163388,1814897.2158181053
vk3_i:255_j:80_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,255,80,1,6469922.711150471,1816264.774767818
vk3_i:262_j:17_zone:1,log,factor,0.0822113,0.001,0.1,vk3,1.0,0.0,1,262,17,1,6442294.367216432,1800734.9772333223
vk3_i:262_j:24_zone:1,log,factor,0.0847092,0.001,0.1,vk3,1.0,0.0,1,262,24,1,6445516.134203515,1802102.5361830348
vk3_i:262_j:31_zone:1,log,factor,0.0856265,0.001,0.1,vk3,1.0,0.0,1,262,31,1,6448737.901190599,1803470.0951327472
vk3_i:262_j:38_zone:1,log,factor,0.090431,0.001,0.1,vk3,1.0,0.0,1,262,38,1,6451959.668177682,1804837.65408246
vk3_i:262_j:45_zone:1,log,factor,0.0784543,0.001,0.1,vk3,1.0,0.0,1,262,45,1,6455181.435164765,1806205.213032172
vk3_i:262_j:52_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,262,52,1,6458403.202151849,1807572.7719818845
vk3_i:262_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,262,59,1,6461624.969138933,1808940.330931597
vk3_i:262_j:66_zone:1,log,factor,0.0998378,0.001,0.1,vk3,1.0,0.0,1,262,66,1,6464846.736126017,1810307.8898813096
vk3_i:262_j:73_zone:1,log,factor,0.0868747,0.001,0.1,vk3,1.0,0.0,1,262,73,1,6468068.5031131,1811675.448831022
vk3_i:262_j:80_zone:1,log,factor,0.0936701,0.001,0.1,vk3,1.0,0.0,1,262,80,1,6471290.270100184,1813043.0077807344
vk3_i:269_j:17_zone:1,log,factor,0.0979236,0.001,0.1,vk3,1.0,0.0,1,269,17,1,6443661.926166143,1797513.2102462389
vk3_i:269_j:24_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,269,24,1,6446883.693153227,1798880.7691959513
vk3_i:269_j:31_zone:1,log,factor,0.0985378,0.001,0.1,vk3,1.0,0.0,1,269,31,1,6450105.46014031,1800248.3281456635
vk3_i:269_j:38_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,269,38,1,6453327.227127394,1801615.887095376
vk3_i:269_j:45_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,269,45,1,6456548.994114477,1802983.4460450888
vk3_i:269_j:52_zone:1,log,factor,0.0903089,0.001,0.1,vk3,1.0,0.0,1,269,52,1,6459770.761101561,1804351.004994801
vk3_i:269_j:59_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,269,59,1,6462992.528088645,1805718.5639445132
vk3_i:269_j:66_zone:1,log,factor,0.0986479,0.001,0.1,vk3,1.0,0.0,1,269,66,1,6466214.295075729,1807086.122894226
vk3_i:269_j:73_zone:1,log,factor,0.0958141,0.001,0.1,vk3,1.0,0.0,1,269,73,1,6469436.062062812,1808453.6818439383
vk3_i:269_j:80_zone:1,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,269,80,1,6472657.829049896,1809821.240793651
vk3_i:31_j:17_zone:5,log,factor,0.0856925,0.001,0.1,vk3,1.0,0.0,1,31,17,5,6397164.92187592,1907053.2878070795
vk3_i:31_j:24_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,31,24,5,6400386.688863004,1908420.846756792
vk3_i:31_j:31_zone:5,log,factor,0.094025,0.001,0.1,vk3,1.0,0.0,1,31,31,5,6403608.455850087,1909788.405706504
vk3_i:31_j:38_zone:4,log,factor,0.0897741,0.001,0.1,vk3,1.0,0.0,1,31,38,4,6406830.222837171,1911155.9646562168
vk3_i:38_j:17_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,38,17,5,6398532.480825633,1903831.520819996
vk3_i:38_j:24_zone:5,log,factor,0.0915634,0.001,0.1,vk3,1.0,0.0,1,38,24,5,6401754.247812716,1905199.079769708
vk3_i:38_j:31_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,38,31,5,6404976.0147998,1906566.6387194204
vk3_i:38_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,38,38,5,6408197.781786883,1907934.1976691328
vk3_i:3_j:31_zone:4,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,3,31,4,6398138.220051237,1922675.4736548385
vk3_i:45_j:24_zone:5,log,factor,0.0906815,0.001,0.1,vk3,1.0,0.0,1,45,24,5,6403121.806762429,1901977.3127826245
vk3_i:45_j:31_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,45,31,5,6406343.573749512,1903344.871732337
vk3_i:45_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,45,38,5,6409565.340736596,1904712.4306820491
vk3_i:45_j:45_zone:5,log,factor,0.0986241,0.001,0.1,vk3,1.0,0.0,1,45,45,5,6412787.107723679,1906079.9896317616
vk3_i:52_j:24_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,52,24,5,6404489.365712141,1898755.545795541
vk3_i:52_j:31_zone:5,log,factor,0.0907775,0.001,0.1,vk3,1.0,0.0,1,52,31,5,6407711.132699224,1900123.1047452532
vk3_i:52_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,52,38,5,6410932.899686308,1901490.663694966
vk3_i:52_j:45_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,52,45,5,6414154.666673391,1902858.2226446783
vk3_i:59_j:24_zone:6,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,59,24,6,6405856.924661853,1895533.7788084573
vk3_i:59_j:31_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,59,31,5,6409078.691648937,1896901.33775817
vk3_i:59_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,59,38,5,6412300.45863602,1898268.8967078824
vk3_i:59_j:45_zone:5,log,factor,0.0855382,0.001,0.1,vk3,1.0,0.0,1,59,45,5,6415522.225623104,1899636.4556575948
vk3_i:66_j:17_zone:6,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,66,17,6,6404002.716624483,1890944.4528716612
vk3_i:66_j:24_zone:6,log,factor,0.0940293,0.001,0.1,vk3,1.0,0.0,1,66,24,6,6407224.483611566,1892312.0118213736
vk3_i:66_j:31_zone:5,log,factor,0.0993976,0.001,0.1,vk3,1.0,0.0,1,66,31,5,6410446.2505986495,1893679.5707710865
vk3_i:66_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,66,38,5,6413668.017585733,1895047.1297207987
vk3_i:73_j:24_zone:6,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,73,24,6,6408592.042561279,1889090.2448342904
vk3_i:73_j:31_zone:5,log,factor,0.078911,0.001,0.1,vk3,1.0,0.0,1,73,31,5,6411813.809548362,1890457.8037840028
vk3_i:73_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,73,38,5,6415035.576535446,1891825.3627337152
vk3_i:80_j:31_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,80,31,5,6413181.368498074,1887236.0367969195
vk3_i:80_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,80,38,5,6416403.135485157,1888603.595746632
vk3_i:87_j:24_zone:6,log,factor,0.0949291,0.001,0.1,vk3,1.0,0.0,1,87,24,6,6411327.160460703,1882646.7108601236
vk3_i:87_j:31_zone:6,log,factor,0.0885239,0.001,0.1,vk3,1.0,0.0,1,87,31,6,6414548.927447787,1884014.269809836
vk3_i:87_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,87,38,5,6417770.69443487,1885381.8287595485
vk3_i:94_j:24_zone:6,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,94,24,6,6412694.719410416,1879424.94387304
vk3_i:94_j:31_zone:6,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,94,31,6,6415916.486397499,1880792.502822752
vk3_i:94_j:38_zone:5,log,factor,0.1,0.001,0.1,vk3,1.0,0.0,1,94,38,5,6419138.253384583,1882160.0617724643
vk4_i:101_j:24_zone:6,log,factor,0.0918535,0.001,0.1,vk4,1.0,0.0,1,101,24,6,6414062.278360128,1876203.176885956
vk4_i:101_j:31_zone:6,log,factor,0.0990286,0.001,0.1,vk4,1.0,0.0,1,101,31,6,6417284.045347212,1877570.7358356689
vk4_i:101_j:38_zone:6,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,101,38,6,6420505.812334295,1878938.294785381
vk4_i:108_j:24_zone:6,log,factor,0.0943657,0.001,0.1,vk4,1.0,0.0,1,108,24,6,6415429.837309841,1872981.4098988727
vk4_i:108_j:31_zone:6,log,factor,0.0859009,0.001,0.1,vk4,1.0,0.0,1,108,31,6,6418651.604296925,1874348.9688485847
vk4_i:108_j:38_zone:6,log,factor,0.0931187,0.001,0.1,vk4,1.0,0.0,1,108,38,6,6421873.371284008,1875716.5277982976
vk4_i:10_j:17_zone:5,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,10,17,5,6393062.245026783,1916718.5887683297
vk4_i:10_j:24_zone:4,log,factor,0.0925248,0.001,0.1,vk4,1.0,0.0,1,10,24,4,6396284.012013867,1918086.147718042
vk4_i:10_j:31_zone:4,log,factor,0.099469,0.001,0.1,vk4,1.0,0.0,1,10,31,4,6399505.77900095,1919453.7066677543
vk4_i:115_j:24_zone:6,log,factor,0.0970143,0.001,0.1,vk4,1.0,0.0,1,115,24,6,6416797.396259553,1869759.642911789
vk4_i:115_j:31_zone:6,log,factor,0.0895939,0.001,0.1,vk4,1.0,0.0,1,115,31,6,6420019.163246636,1871127.2018615012
vk4_i:115_j:38_zone:6,log,factor,0.0795961,0.001,0.1,vk4,1.0,0.0,1,115,38,6,6423240.93023372,1872494.7608112136
vk4_i:115_j:45_zone:8,log,factor,0.0897543,0.001,0.1,vk4,1.0,0.0,1,115,45,8,6426462.697220803,1873862.3197609263
vk4_i:122_j:24_zone:6,log,factor,0.0949236,0.001,0.1,vk4,1.0,0.0,1,122,24,6,6418164.955209265,1866537.8759247053
vk4_i:122_j:31_zone:6,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,122,31,6,6421386.722196349,1867905.434874418
vk4_i:122_j:38_zone:8,log,factor,0.0861774,0.001,0.1,vk4,1.0,0.0,1,122,38,8,6424608.489183432,1869272.9938241304
vk4_i:122_j:45_zone:8,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,122,45,8,6427830.256170516,1870640.5527738428
vk4_i:129_j:17_zone:7,log,factor,0.0961796,0.001,0.1,vk4,1.0,0.0,1,129,17,7,6416310.747171895,1861948.5499879096
vk4_i:129_j:24_zone:7,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,129,24,7,6419532.514158978,1863316.108937622
vk4_i:129_j:31_zone:6,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,129,31,6,6422754.281146062,1864683.6678873345
vk4_i:129_j:38_zone:8,log,factor,0.0923308,0.001,0.1,vk4,1.0,0.0,1,129,38,8,6425976.048133145,1866051.226837047
vk4_i:129_j:45_zone:8,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,129,45,8,6429197.815120229,1867418.7857867596
vk4_i:129_j:52_zone:8,log,factor,0.0964107,0.001,0.1,vk4,1.0,0.0,1,129,52,8,6432419.582107312,1868786.344736472
vk4_i:129_j:59_zone:8,log,factor,0.0939207,0.001,0.1,vk4,1.0,0.0,1,129,59,8,6435641.349094396,1870153.903686184
vk4_i:136_j:10_zone:7,log,factor,0.0893334,0.001,0.1,vk4,1.0,0.0,1,136,10,7,6414456.539134524,1857359.2240511137
vk4_i:136_j:17_zone:7,log,factor,0.0904484,0.001,0.1,vk4,1.0,0.0,1,136,17,7,6417678.306121607,1858726.783000826
vk4_i:136_j:24_zone:7,log,factor,0.0987694,0.001,0.1,vk4,1.0,0.0,1,136,24,7,6420900.073108691,1860094.3419505383
vk4_i:136_j:31_zone:3,log,factor,0.0856274,0.001,0.1,vk4,1.0,0.0,1,136,31,3,6424121.840095774,1861461.900900251
vk4_i:136_j:38_zone:3,log,factor,0.086742,0.001,0.1,vk4,1.0,0.0,1,136,38,3,6427343.607082858,1862829.4598499637
vk4_i:136_j:45_zone:3,log,factor,0.0936079,0.001,0.1,vk4,1.0,0.0,1,136,45,3,6430565.374069941,1864197.018799676
vk4_i:136_j:52_zone:2,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,136,52,2,6433787.141057025,1865564.5777493883
vk4_i:136_j:59_zone:2,log,factor,0.0982762,0.001,0.1,vk4,1.0,0.0,1,136,59,2,6437008.908044109,1866932.1366991007
vk4_i:136_j:66_zone:2,log,factor,0.0937003,0.001,0.1,vk4,1.0,0.0,1,136,66,2,6440230.675031193,1868299.6956488132
vk4_i:143_j:10_zone:7,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,143,10,7,6415824.098084236,1854137.45706403
vk4_i:143_j:17_zone:7,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,143,17,7,6419045.865071319,1855505.0160137424
vk4_i:143_j:24_zone:7,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,143,24,7,6422267.6320584025,1856872.5749634549
vk4_i:143_j:31_zone:7,log,factor,0.0966151,0.001,0.1,vk4,1.0,0.0,1,143,31,7,6425489.399045486,1858240.1339131675
vk4_i:143_j:38_zone:3,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,143,38,3,6428711.1660325695,1859607.69286288
vk4_i:143_j:45_zone:3,log,factor,0.0927948,0.001,0.1,vk4,1.0,0.0,1,143,45,3,6431932.933019653,1860975.251812592
vk4_i:143_j:52_zone:2,log,factor,0.0893927,0.001,0.1,vk4,1.0,0.0,1,143,52,2,6435154.700006736,1862342.8107623048
vk4_i:143_j:59_zone:2,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,143,59,2,6438376.466993821,1863710.369712017
vk4_i:143_j:66_zone:2,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,143,66,2,6441598.233980904,1865077.9286617297
vk4_i:150_j:17_zone:7,log,factor,0.086535,0.001,0.1,vk4,1.0,0.0,1,150,17,7,6420413.424021032,1852283.249026659
vk4_i:150_j:24_zone:7,log,factor,0.0879399,0.001,0.1,vk4,1.0,0.0,1,150,24,7,6423635.191008115,1853650.8079763716
vk4_i:150_j:31_zone:7,log,factor,0.1,0.001,0.1,vk4,1.0,0.0,1,150,31,7,6426856.957995199,1855018.366926084
