parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,j,zone,x,y
fmp_vk_i:178_j:10_zone:9,log,factor,0.00125519,0.0001,0.01,fmp_vk,1.0,0.0,1,178,10,9,6422661.892832798,1838028.6221286124
fmp_vk_i:178_j:17_zone:9,log,factor,0.00117888,0.0001,0.01,fmp_vk,1.0,0.0,1,178,17,9,6425883.659819881,1839396.1810783248
fmp_vk_i:178_j:24_zone:7,log,factor,0.00119149,0.0001,0.01,fmp_vk,1.0,0.0,1,178,24,7,6429105.426806965,1840763.7400280368
fmp_vk_i:178_j:31_zone:1,log,factor,0.00122892,0.0001,0.01,fmp_vk,1.0,0.0,1,178,31,1,6432327.193794048,1842131.2989777497
fmp_vk_i:178_j:38_zone:1,log,factor,0.00103784,0.0001,0.01,fmp_vk,1.0,0.0,1,178,38,1,6435548.960781132,1843498.857927462
fmp_vk_i:178_j:3_zone:9,log,factor,0.00103175,0.0001,0.01,fmp_vk,1.0,0.0,1,178,3,9,6419440.1258457145,1836661.0631789
fmp_vk_i:178_j:45_zone:1,log,factor,0.00119136,0.0001,0.01,fmp_vk,1.0,0.0,1,178,45,1,6438770.727768215,1844866.4168771743
fmp_vk_i:178_j:52_zone:1,log,factor,0.00120937,0.0001,0.01,fmp_vk,1.0,0.0,1,178,52,1,6441992.494755299,1846233.975826887
fmp_vk_i:178_j:59_zone:2,log,factor,0.000974133,0.0001,0.01,fmp_vk,1.0,0.0,1,178,59,2,6445214.261742383,1847601.5347765996
fmp_vk_i:178_j:66_zone:2,log,factor,0.000857655,0.0001,0.01,fmp_vk,1.0,0.0,1,178,66,2,6448436.028729467,1848969.093726312
fmp_vk_i:178_j:73_zone:2,log,factor,0.00143153,0.0001,0.01,fmp_vk,1.0,0.0,1,178,73,2,6451657.79571655,1850336.6526760245
fmp_vk_i:178_j:80_zone:2,log,factor,0.00110026,0.0001,0.01,fmp_vk,1.0,0.0,1,178,80,2,6454879.562703634,1851704.211625737
fmp_vk_i:17_j:10_zone:9,log,factor,0.00101749,0.0001,0.01,fmp_vk,1.0,0.0,1,17,10,9,6391208.036989411,1912129.2628315336
fmp_vk_i:17_j:17_zone:5,log,factor,0.00101903,0.0001,0.01,fmp_vk,1.0,0.0,1,17,17,5,6394429.803976495,1913496.8217812465
fmp_vk_i:17_j:24_zone:4,log,factor,0.0010109,0.0001,0.01,fmp_vk,1.0,0.0,1,17,24,4,6397651.570963578,1914864.380730959
fmp_vk_i:17_j:31_zone:4,log,factor,0.000874694,0.0001,0.01,fmp_vk,1.0,0.0,1,17,31,4,6400873.337950662,1916231.939680671
fmp_vk_i:17_j:38_zone:4,log,factor,0.000982582,0.0001,0.01,fmp_vk,1.0,0.0,1,17,38,4,6404095.104937745,1917599.4986303835
fmp_vk_i:17_j:3_zone:9,log,factor,0.00122283,0.0001,0.01,fmp_vk,1.0,0.0,1,17,3,9,6387986.270002328,1910761.7038818211
fmp_vk_i:17_j:45_zone:9,log,factor,0.000843973,0.0001,0.01,fmp_vk,1.0,0.0,1,17,45,9,6407316.871924829,1918967.057580096
fmp_vk_i:17_j:52_zone:9,log,factor,0.000951879,0.0001,0.01,fmp_vk,1.0,0.0,1,17,52,9,6410538.638911912,1920334.6165298084
fmp_vk_i:17_j:59_zone:9,log,factor,0.00095802,0.0001,0.01,fmp_vk,1.0,0.0,1,17,59,9,6413760.405898997,1921702.1754795208
fmp_vk_i:17_j:66_zone:9,log,factor,0.0010618,0.0001,0.01,fmp_vk,1.0,0.0,1,17,66,9,6416982.17288608,1923069.7344292332
fmp_vk_i:17_j:73_zone:9,log,factor,0.000782365,0.0001,0.01,fmp_vk,1.0,0.0,1,17,73,9,6420203.939873164,1924437.293378946
fmp_vk_i:17_j:80_zone:9,log,factor,0.000938578,0.0001,0.01,fmp_vk,1.0,0.0,1,17,80,9,6423425.706860247,1925804.8523286583
fmp_vk_i:185_j:10_zone:9,log,factor,0.000947243,0.0001,0.01,fmp_vk,1.0,0.0,1,185,10,9,6424029.451782511,1834806.8551415289
fmp_vk_i:185_j:17_zone:9,log,factor,0.00111019,0.0001,0.01,fmp_vk,1.0,0.0,1,185,17,9,6427251.218769594,1836174.4140912413
fmp_vk_i:185_j:24_zone:9,log,factor,0.000728493,0.0001,0.01,fmp_vk,1.0,0.0,1,185,24,9,6430472.985756678,1837541.9730409535
fmp_vk_i:185_j:31_zone:1,log,factor,0.000963219,0.0001,0.01,fmp_vk,1.0,0.0,1,185,31,1,6433694.752743761,1838909.5319906664
fmp_vk_i:185_j:38_zone:1,log,factor,0.00103165,0.0001,0.01,fmp_vk,1.0,0.0,1,185,38,1,6436916.519730845,1840277.0909403784
fmp_vk_i:185_j:3_zone:9,log,factor,0.00115023,0.0001,0.01,fmp_vk,1.0,0.0,1,185,3,9,6420807.684795427,1833439.2961918165
fmp_vk_i:185_j:45_zone:1,log,factor,0.000953161,0.0001,0.01,fmp_vk,1.0,0.0,1,185,45,1,6440138.286717928,1841644.649890091
fmp_vk_i:185_j:52_zone:1,log,factor,0.00107306,0.0001,0.01,fmp_vk,1.0,0.0,1,185,52,1,6443360.053705012,1843012.2088398037
fmp_vk_i:185_j:59_zone:1,log,factor,0.000949057,0.0001,0.01,fmp_vk,1.0,0.0,1,185,59,1,6446581.820692096,1844379.767789516
fmp_vk_i:185_j:66_zone:2,log,factor,0.000938852,0.0001,0.01,fmp_vk,1.0,0.0,1,185,66,2,6449803.587679179,1845747.3267392288
fmp_vk_i:185_j:73_zone:2,log,factor,0.000882632,0.0001,0.01,fmp_vk,1.0,0.0,1,185,73,2,6453025.354666263,1847114.885688941
fmp_vk_i:185_j:80_zone:2,log,factor,0.000964782,0.0001,0.01,fmp_vk,1.0,0.0,1,185,80,2,6456247.121653346,1848482.4446386532
fmp_vk_i:192_j:10_zone:9,log,factor,0.000737677,0.0001,0.01,fmp_vk,1.0,0.0,1,192,10,9,6425397.010732223,1831585.0881544452
fmp_vk_i:192_j:17_zone:9,log,factor,0.00115852,0.0001,0.01,fmp_vk,1.0,0.0,1,192,17,9,6428618.777719307,1832952.6471041576
fmp_vk_i:192_j:24_zone:9,log,factor,0.00114495,0.0001,0.01,fmp_vk,1.0,0.0,1,192,24,9,6431840.54470639,1834320.2060538705
fmp_vk_i:192_j:31_zone:1,log,factor,0.000832461,0.0001,0.01,fmp_vk,1.0,0.0,1,192,31,1,6435062.311693474,1835687.7650035827
fmp_vk_i:192_j:38_zone:1,log,factor,0.00102832,0.0001,0.01,fmp_vk,1.0,0.0,1,192,38,1,6438284.078680557,1837055.3239532951
fmp_vk_i:192_j:3_zone:9,log,factor,0.00096763,0.0001,0.01,fmp_vk,1.0,0.0,1,192,3,9,6422175.24374514,1830217.529204733
fmp_vk_i:192_j:45_zone:1,log,factor,0.00103792,0.0001,0.01,fmp_vk,1.0,0.0,1,192,45,1,6441505.845667641,1838422.882903008
fmp_vk_i:192_j:52_zone:1,log,factor,0.00110237,0.0001,0.01,fmp_vk,1.0,0.0,1,192,52,1,6444727.612654724,1839790.44185272
fmp_vk_i:192_j:59_zone:1,log,factor,0.00106092,0.0001,0.01,fmp_vk,1.0,0.0,1,192,59,1,6447949.379641809,1841158.0008024324
fmp_vk_i:192_j:66_zone:2,log,factor,0.00109451,0.0001,0.01,fmp_vk,1.0,0.0,1,192,66,2,6451171.146628892,1842525.559752145
fmp_vk_i:192_j:73_zone:2,log,factor,0.00102255,0.0001,0.01,fmp_vk,1.0,0.0,1,192,73,2,6454392.913615976,1843893.1187018573
fmp_vk_i:192_j:80_zone:2,log,factor,0.00104842,0.0001,0.01,fmp_vk,1.0,0.0,1,192,80,2,6457614.680603059,1845260.67765157
fmp_vk_i:199_j:10_zone:9,log,factor,0.000898353,0.0001,0.01,fmp_vk,1.0,0.0,1,199,10,9,6426764.569681936,1828363.3211673617
fmp_vk_i:199_j:17_zone:9,log,factor,0.000862577,0.0001,0.01,fmp_vk,1.0,0.0,1,199,17,9,6429986.336669019,1829730.880117074
fmp_vk_i:199_j:24_zone:9,log,factor,0.00109232,0.0001,0.01,fmp_vk,1.0,0.0,1,199,24,9,6433208.103656103,1831098.4390667863
fmp_vk_i:199_j:31_zone:1,log,factor,0.00120637,0.0001,0.01,fmp_vk,1.0,0.0,1,199,31,1,6436429.870643186,1832465.998016499
fmp_vk_i:199_j:38_zone:1,log,factor,0.00136354,0.0001,0.01,fmp_vk,1.0,0.0,1,199,38,1,6439651.63763027,1833833.5569662116
fmp_vk_i:199_j:3_zone:9,log,factor,0.00107749,0.0001,0.01,fmp_vk,1.0,0.0,1,199,3,9,6423542.802694852,1826995.7622176493
fmp_vk_i:199_j:45_zone:1,log,factor,0.00112726,0.0001,0.01,fmp_vk,1.0,0.0,1,199,45,1,6442873.404617353,1835201.115915924
fmp_vk_i:199_j:52_zone:1,log,factor,0.0010418,0.0001,0.01,fmp_vk,1.0,0.0,1,199,52,1,6446095.171604437,1836568.6748656365
fmp_vk_i:199_j:59_zone:1,log,factor,0.000866041,0.0001,0.01,fmp_vk,1.0,0.0,1,199,59,1,6449316.938591521,1837936.2338153487
fmp_vk_i:199_j:66_zone:1,log,factor,0.000874547,0.0001,0.01,fmp_vk,1.0,0.0,1,199,66,1,6452538.705578605,1839303.7927650611
fmp_vk_i:199_j:73_zone:1,log,factor,0.00110525,0.0001,0.01,fmp_vk,1.0,0.0,1,199,73,1,6455760.472565688,1840671.3517147736
fmp_vk_i:206_j:10_zone:9,log,factor,0.00102101,0.0001,0.01,fmp_vk,1.0,0.0,1,206,10,9,6428132.128631648,1825141.5541802784
fmp_vk_i:206_j:17_zone:9,log,factor,0.00124574,0.0001,0.01,fmp_vk,1.0,0.0,1,206,17,9,6431353.895618731,1826509.1131299904
fmp_vk_i:206_j:24_zone:1,log,factor,0.00108233,0.0001,0.01,fmp_vk,1.0,0.0,1,206,24,1,6434575.662605815,1827876.672079703
fmp_vk_i:206_j:31_zone:1,log,factor,0.00107919,0.0001,0.01,fmp_vk,1.0,0.0,1,206,31,1,6437797.429592898,1829244.2310294155
fmp_vk_i:206_j:38_zone:1,log,factor,0.000897706,0.0001,0.01,fmp_vk,1.0,0.0,1,206,38,1,6441019.196579982,1830611.789979128
fmp_vk_i:206_j:3_zone:9,log,factor,0.00128939,0.0001,0.01,fmp_vk,1.0,0.0,1,206,3,9,6424910.361644564,1823773.9952305655
fmp_vk_i:206_j:45_zone:1,log,factor,0.00113347,0.0001,0.01,fmp_vk,1.0,0.0,1,206,45,1,6444240.963567065,1831979.3489288404
fmp_vk_i:206_j:52_zone:1,log,factor,0.000905578,0.0001,0.01,fmp_vk,1.0,0.0,1,206,52,1,6447462.730554149,1833346.9078785528
fmp_vk_i:206_j:59_zone:1,log,factor,0.00102788,0.0001,0.01,fmp_vk,1.0,0.0,1,206,59,1,6450684.497541233,1834714.4668282648
fmp_vk_i:206_j:66_zone:1,log,factor,0.000885937,0.0001,0.01,fmp_vk,1.0,0.0,1,206,66,1,6453906.264528316,1836082.025777978
fmp_vk_i:206_j:73_zone:1,log,factor,0.00113472,0.0001,0.01,fmp_vk,1.0,0.0,1,206,73,1,6457128.0315154,1837449.5847276903
fmp_vk_i:206_j:80_zone:1,log,factor,0.000893058,0.0001,0.01,fmp_vk,1.0,0.0,1,206,80,1,6460349.798502483,1838817.1436774028
fmp_vk_i:213_j:10_zone:9,log,factor,0.00110066,0.0001,0.01,fmp_vk,1.0,0.0,1,213,10,9,6429499.68758136,1821919.7871931947
fmp_vk_i:213_j:17_zone:1,log,factor,0.000920815,0.0001,0.01,fmp_vk,1.0,0.0,1,213,17,1,6432721.454568444,1823287.3461429072
fmp_vk_i:213_j:24_zone:1,log,factor,0.00118581,0.0001,0.01,fmp_vk,1.0,0.0,1,213,24,1,6435943.221555527,1824654.90509262
fmp_vk_i:213_j:31_zone:1,log,factor,0.000850884,0.0001,0.01,fmp_vk,1.0,0.0,1,213,31,1,6439164.988542611,1826022.464042332
fmp_vk_i:213_j:38_zone:1,log,factor,0.00107978,0.0001,0.01,fmp_vk,1.0,0.0,1,213,38,1,6442386.755529694,1827390.0229920445
fmp_vk_i:213_j:45_zone:1,log,factor,0.000945114,0.0001,0.01,fmp_vk,1.0,0.0,1,213,45,1,6445608.522516778,1828757.581941757
fmp_vk_i:213_j:52_zone:1,log,factor,0.000706809,0.0001,0.01,fmp_vk,1.0,0.0,1,213,52,1,6448830.289503861,1830125.140891469
fmp_vk_i:213_j:59_zone:1,log,factor,0.000894233,0.0001,0.01,fmp_vk,1.0,0.0,1,213,59,1,6452052.056490946,1831492.6998411815
fmp_vk_i:213_j:66_zone:1,log,factor,0.000925506,0.0001,0.01,fmp_vk,1.0,0.0,1,213,66,1,6455273.823478029,1832860.2587908944
fmp_vk_i:213_j:73_zone:1,log,factor,0.000944987,0.0001,0.01,fmp_vk,1.0,0.0,1,213,73,1,6458495.590465113,1834227.8177406068
fmp_vk_i:213_j:80_zone:1,log,factor,0.00087507,0.0001,0.01,fmp_vk,1.0,0.0,1,213,80,1,6461717.357452196,1835595.3766903195
fmp_vk_i:220_j:10_zone:9,log,factor,0.00116224,0.0001,0.01,fmp_vk,1.0,0.0,1,220,10,9,6430867.246531073,1818698.020206111
fmp_vk_i:220_j:17_zone:1,log,factor,0.000786209,0.0001,0.01,fmp_vk,1.0,0.0,1,220,17,1,6434089.0135181565,1820065.5791558237
fmp_vk_i:220_j:24_zone:1,log,factor,0.000944211,0.0001,0.01,fmp_vk,1.0,0.0,1,220,24,1,6437310.78050524,1821433.138105536
fmp_vk_i:220_j:31_zone:1,log,factor,0.00104708,0.0001,0.01,fmp_vk,1.0,0.0,1,220,31,1,6440532.547492323,1822800.6970552483
fmp_vk_i:220_j:38_zone:1,log,factor,0.000938799,0.0001,0.01,fmp_vk,1.0,0.0,1,220,38,1,6443754.314479407,1824168.2560049607
fmp_vk_i:220_j:45_zone:1,log,factor,0.00095662,0.0001,0.01,fmp_vk,1.0,0.0,1,220,45,1,6446976.08146649,1825535.8149546727
fmp_vk_i:220_j:52_zone:1,log,factor,0.000863613,0.0001,0.01,fmp_vk,1.0,0.0,1,220,52,1,6450197.848453574,1826903.3739043856
fmp_vk_i:220_j:59_zone:1,log,factor,0.0011383,0.0001,0.01,fmp_vk,1.0,0.0,1,220,59,1,6453419.615440658,1828270.932854098
fmp_vk_i:220_j:66_zone:1,log,factor,0.00114291,0.0001,0.01,fmp_vk,1.0,0.0,1,220,66,1,6456641.382427742,1829638.4918038107
fmp_vk_i:220_j:73_zone:1,log,factor,0.000965883,0.0001,0.01,fmp_vk,1.0,0.0,1,220,73,1,6459863.149414825,1831006.0507535231
fmp_vk_i:220_j:80_zone:1,log,factor,0.00111096,0.0001,0.01,fmp_vk,1.0,0.0,1,220,80,1,6463084.916401909,1832373.609703236
fmp_vk_i:227_j:17_zone:1,log,factor,0.00104274,0.0001,0.01,fmp_vk,1.0,0.0,1,227,17,1,6435456.572467869,1816843.81216874
fmp_vk_i:227_j:24_zone:1,log,factor,0.000953285,0.0001,0.01,fmp_vk,1.0,0.0,1,227,24,1,6438678.339454953,1818211.3711184524
fmp_vk_i:227_j:31_zone:1,log,factor,0.000904822,0.0001,0.01,fmp_vk,1.0,0.0,1,227,31,1,6441900.106442036,1819578.9300681648
fmp_vk_i:227_j:38_zone:1,log,factor,0.00103782,0.0001,0.01,fmp_vk,1.0,0.0,1,227,38,1,6445121.87342912,1820946.4890178773
fmp_vk_i:227_j:45_zone:1,log,factor,0.000812874,0.0001,0.01,fmp_vk,1.0,0.0,1,227,45,1,6448343.640416203,1822314.0479675897
fmp_vk_i:227_j:52_zone:1,log,factor,0.00104994,0.0001,0.01,fmp_vk,1.0,0.0,1,227,52,1,6451565.407403287,1823681.606917302
fmp_vk_i:227_j:59_zone:1,log,factor,0.00101789,0.0001,0.01,fmp_vk,1.0,0.0,1,227,59,1,6454787.174390371,1825049.1658670143
fmp_vk_i:227_j:66_zone:1,log,factor,0.000949129,0.0001,0.01,fmp_vk,1.0,0.0,1,227,66,1,6458008.941377454,1826416.7248167272
fmp_vk_i:227_j:73_zone:1,log,factor,0.00116656,0.0001,0.01,fmp_vk,1.0,0.0,1,227,73,1,6461230.708364538,1827784.28376644
fmp_vk_i:227_j:80_zone:1,log,factor,0.000938359,0.0001,0.01,fmp_vk,1.0,0.0,1,227,80,1,6464452.475351621,1829151.842716152
fmp_vk_i:234_j:17_zone:1,log,factor,0.0010425,0.0001,0.01,fmp_vk,1.0,0.0,1,234,17,1,6436824.131417582,1813622.0451816565
fmp_vk_i:234_j:24_zone:1,log,factor,0.00116476,0.0001,0.01,fmp_vk,1.0,0.0,1,234,24,1,6440045.898404665,1814989.604131369
fmp_vk_i:234_j:31_zone:1,log,factor,0.000917763,0.0001,0.01,fmp_vk,1.0,0.0,1,234,31,1,6443267.665391749,1816357.1630810811
fmp_vk_i:234_j:38_zone:1,log,factor,0.00086405,0.0001,0.01,fmp_vk,1.0,0.0,1,234,38,1,6446489.432378832,1817724.7220307935
fmp_vk_i:234_j:45_zone:1,log,factor,0.00101754,0.0001,0.01,fmp_vk,1.0,0.0,1,234,45,1,6449711.199365916,1819092.2809805064
fmp_vk_i:234_j:52_zone:1,log,factor,0.000913791,0.0001,0.01,fmp_vk,1.0,0.0,1,234,52,1,6452932.966352999,1820459.8399302184
fmp_vk_i:234_j:59_zone:1,log,factor,0.000908436,0.0001,0.01,fmp_vk,1.0,0.0,1,234,59,1,6456154.733340084,1821827.398879931
fmp_vk_i:234_j:66_zone:1,log,factor,0.00106817,0.0001,0.01,fmp_vk,1.0,0.0,1,234,66,1,6459376.500327167,1823194.957829644
fmp_vk_i:234_j:73_zone:1,log,factor,0.00113575,0.0001,0.01,fmp_vk,1.0,0.0,1,234,73,1,6462598.267314251,1824562.516779356
fmp_vk_i:234_j:80_zone:1,log,factor,0.00087504,0.0001,0.01,fmp_vk,1.0,0.0,1,234,80,1,6465820.034301334,1825930.0757290688
fmp_vk_i:241_j:17_zone:1,log,factor,0.0011699,0.0001,0.01,fmp_vk,1.0,0.0,1,241,17,1,6438191.690367294,1810400.278194573
fmp_vk_i:241_j:24_zone:1,log,factor,0.000887008,0.0001,0.01,fmp_vk,1.0,0.0,1,241,24,1,6441413.457354377,1811767.8371442852
fmp_vk_i:241_j:31_zone:1,log,factor,0.00104556,0.0001,0.01,fmp_vk,1.0,0.0,1,241,31,1,6444635.2243414605,1813135.3960939976
fmp_vk_i:241_j:38_zone:1,log,factor,0.00106339,0.0001,0.01,fmp_vk,1.0,0.0,1,241,38,1,6447856.991328544,1814502.9550437103
fmp_vk_i:241_j:45_zone:1,log,factor,0.00103511,0.0001,0.01,fmp_vk,1.0,0.0,1,241,45,1,6451078.758315627,1815870.5139934227
fmp_vk_i:241_j:52_zone:1,log,factor,0.000971525,0.0001,0.01,fmp_vk,1.0,0.0,1,241,52,1,6454300.525302711,1817238.0729431352
fmp_vk_i:241_j:59_zone:1,log,factor,0.00088143,0.0001,0.01,fmp_vk,1.0,0.0,1,241,59,1,6457522.292289795,1818605.631892848
fmp_vk_i:241_j:66_zone:1,log,factor,0.00113042,0.0001,0.01,fmp_vk,1.0,0.0,1,241,66,1,6460744.059276879,1819973.1908425605
fmp_vk_i:241_j:73_zone:1,log,factor,0.0010048,0.0001,0.01,fmp_vk,1.0,0.0,1,241,73,1,6463965.826263962,1821340.7497922727
fmp_vk_i:241_j:80_zone:1,log,factor,0.000850354,0.0001,0.01,fmp_vk,1.0,0.0,1,241,80,1,6467187.593251046,1822708.308741985
fmp_vk_i:248_j:17_zone:1,log,factor,0.00075349,0.0001,0.01,fmp_vk,1.0,0.0,1,248,17,1,6439559.249317006,1807178.5112074893
fmp_vk_i:248_j:24_zone:1,log,factor,0.000978646,0.0001,0.01,fmp_vk,1.0,0.0,1,248,24,1,6442781.01630409,1808546.0701572015
fmp_vk_i:248_j:31_zone:1,log,factor,0.00101471,0.0001,0.01,fmp_vk,1.0,0.0,1,248,31,1,6446002.783291173,1809913.6291069144
fmp_vk_i:248_j:38_zone:1,log,factor,0.000975514,0.0001,0.01,fmp_vk,1.0,0.0,1,248,38,1,6449224.550278257,1811281.1880566264
fmp_vk_i:248_j:45_zone:1,log,factor,0.000984798,0.0001,0.01,fmp_vk,1.0,0.0,1,248,45,1,6452446.31726534,1812648.747006339
fmp_vk_i:248_j:52_zone:1,log,factor,0.000989371,0.0001,0.01,fmp_vk,1.0,0.0,1,248,52,1,6455668.084252424,1814016.3059560517
fmp_vk_i:248_j:59_zone:1,log,factor,0.000957619,0.0001,0.01,fmp_vk,1.0,0.0,1,248,59,1,6458889.851239508,1815383.864905764
fmp_vk_i:248_j:66_zone:1,log,factor,0.000902151,0.0001,0.01,fmp_vk,1.0,0.0,1,248,66,1,6462111.618226592,1816751.4238554763
fmp_vk_i:248_j:73_zone:1,log,factor,0.000755322,0.0001,0.01,fmp_vk,1.0,0.0,1,248,73,1,6465333.385213675,1818118.982805189
fmp_vk_i:248_j:80_zone:1,log,factor,0.000955767,0.0001,0.01,fmp_vk,1.0,0.0,1,248,80,1,6468555.152200758,1819486.5417549012
fmp_vk_i:24_j:10_zone:9,log,factor,0.00117374,0.0001,0.01,fmp_vk,1.0,0.0,1,24,10,9,6392575.595939124,1908907.4958444503
fmp_vk_i:24_j:17_zone:5,log,factor,0.000936135,0.0001,0.01,fmp_vk,1.0,0.0,1,24,17,5,6395797.362926208,1910275.0547941627
fmp_vk_i:24_j:24_zone:5,log,factor,0.000929407,0.0001,0.01,fmp_vk,1.0,0.0,1,24,24,5,6399019.129913291,1911642.6137438752
fmp_vk_i:24_j:31_zone:4,log,factor,0.00128864,0.0001,0.01,fmp_vk,1.0,0.0,1,24,31,4,6402240.896900374,1913010.172693588
fmp_vk_i:24_j:38_zone:4,log,factor,0.000925063,0.0001,0.01,fmp_vk,1.0,0.0,1,24,38,4,6405462.663887458,1914377.7316433
fmp_vk_i:24_j:3_zone:9,log,factor,0.000921289,0.0001,0.01,fmp_vk,1.0,0.0,1,24,3,9,6389353.8289520405,1907539.9368947376
fmp_vk_i:24_j:45_zone:9,log,factor,0.00107582,0.0001,0.01,fmp_vk,1.0,0.0,1,24,45,9,6408684.430874541,1915745.2905930125
fmp_vk_i:24_j:52_zone:9,log,factor,0.00095762,0.0001,0.01,fmp_vk,1.0,0.0,1,24,52,9,6411906.197861625,1917112.849542725
fmp_vk_i:24_j:59_zone:9,log,factor,0.00103321,0.0001,0.01,fmp_vk,1.0,0.0,1,24,59,9,6415127.964848709,1918480.408492437
fmp_vk_i:24_j:66_zone:9,log,factor,0.00110824,0.0001,0.01,fmp_vk,1.0,0.0,1,24,66,9,6418349.731835793,1919847.96744215
fmp_vk_i:24_j:73_zone:9,log,factor,0.000863549,0.0001,0.01,fmp_vk,1.0,0.0,1,24,73,9,6421571.498822876,1921215.5263918624
fmp_vk_i:255_j:17_zone:1,log,factor,0.000943604,0.0001,0.01,fmp_vk,1.0,0.0,1,255,17,1,6440926.808266719,1803956.7442204056
fmp_vk_i:255_j:24_zone:1,log,factor,0.000722149,0.0001,0.01,fmp_vk,1.0,0.0,1,255,24,1,6444148.575253802,1805324.3031701185
fmp_vk_i:255_j:31_zone:1,log,factor,0.000843462,0.0001,0.01,fmp_vk,1.0,0.0,1,255,31,1,6447370.342240886,1806691.862119831
fmp_vk_i:255_j:38_zone:1,log,factor,0.00108731,0.0001,0.01,fmp_vk,1.0,0.0,1,255,38,1,6450592.109227969,1808059.421069543
fmp_vk_i:255_j:45_zone:1,log,factor,0.00106984,0.0001,0.01,fmp_vk,1.0,0.0,1,255,45,1,6453813.876215053,1809426.9800192555
fmp_vk_i:255_j:52_zone:1,log,factor,0.00105574,0.0001,0.01,fmp_vk,1.0,0.0,1,255,52,1,6457035.643202136,1810794.538968968
fmp_vk_i:255_j:59_zone:1,log,factor,0.00092896,0.0001,0.01,fmp_vk,1.0,0.0,1,255,59,1,6460257.410189221,1812162.0979186804
fmp_vk_i:255_j:66_zone:1,log,factor,0.000953956,0.0001,0.01,fmp_vk,1.0,0.0,1,255,66,1,6463479.177176304,1813529.656868393
fmp_vk_i:255_j:73_zone:1,log,factor,0.0008104,0.0001,0.01,fmp_vk,1.0,0.0,1,255,73,1,6466700.944163388,1814897.2158181053
fmp_vk_i:255_j:80_zone:1,log,factor,0.00104939,0.0001,0.01,fmp_vk,1.0,0.0,1,255,80,1,6469922.711150471,1816264.774767818
fmp_vk_i:262_j:17_zone:1,log,factor,0.000916984,0.0001,0.01,fmp_vk,1.0,0.0,1,262,17,1,6442294.367216432,1800734.9772333223
fmp_vk_i:262_j:24_zone:1,log,factor,0.00112867,0.0001,0.01,fmp_vk,1.0,0.0,1,262,24,1,6445516.134203515,1802102.5361830348
fmp_vk_i:262_j:31_zone:1,log,factor,0.0010488,0.0001,0.01,fmp_vk,1.0,0.0,1,262,31,1,6448737.901190599,1803470.0951327472
fmp_vk_i:262_j:38_zone:1,log,factor,0.000883586,0.0001,0.01,fmp_vk,1.0,0.0,1,262,38,1,6451959.668177682,1804837.65408246
fmp_vk_i:262_j:45_zone:1,log,factor,0.000956468,0.0001,0.01,fmp_vk,1.0,0.0,1,262,45,1,6455181.435164765,1806205.213032172
fmp_vk_i:262_j:52_zone:1,log,factor,0.000943096,0.0001,0.01,fmp_vk,1.0,0.0,1,262,52,1,6458403.202151849,1807572.7719818845
fmp_vk_i:262_j:59_zone:1,log,factor,0.00103097,0.0001,0.01,fmp_vk,1.0,0.0,1,262,59,1,6461624.969138933,1808940.330931597
fmp_vk_i:262_j:66_zone:1,log,factor,0.000983064,0.0001,0.01,fmp_vk,1.0,0.0,1,262,66,1,6464846.736126017,1810307.8898813096
fmp_vk_i:262_j:73_zone:1,log,factor,0.00095863,0.0001,0.01,fmp_vk,1.0,0.0,1,262,73,1,6468068.5031131,1811675.448831022
fmp_vk_i:262_j:80_zone:1,log,factor,0.000905368,0.0001,0.01,fmp_vk,1.0,0.0,1,262,80,1,6471290.270100184,1813043.0077807344
fmp_vk_i:269_j:17_zone:1,log,factor,0.00124445,0.0001,0.01,fmp_vk,1.0,0.0,1,269,17,1,6443661.926166143,1797513.2102462389
fmp_vk_i:269_j:24_zone:1,log,factor,0.00121621,0.0001,0.01,fmp_vk,1.0,0.0,1,269,24,1,6446883.693153227,1798880.7691959513
fmp_vk_i:269_j:31_zone:1,log,factor,0.00100588,0.0001,0.01,fmp_vk,1.0,0.0,1,269,31,1,6450105.46014031,1800248.3281456635
fmp_vk_i:269_j:38_zone:1,log,factor,0.000893982,0.0001,0.01,fmp_vk,1.0,0.0,1,269,38,1,6453327.227127394,1801615.887095376
fmp_vk_i:269_j:45_zone:1,log,factor,0.00111713,0.0001,0.01,fmp_vk,1.0,0.0,1,269,45,1,6456548.994114477,1802983.4460450888
fmp_vk_i:269_j:52_zone:1,log,factor,0.00110975,0.0001,0.01,fmp_vk,1.0,0.0,1,269,52,1,6459770.761101561,1804351.004994801
fmp_vk_i:269_j:59_zone:1,log,factor,0.00127202,0.0001,0.01,fmp_vk,1.0,0.0,1,269,59,1,6462992.528088645,1805718.5639445132
fmp_vk_i:269_j:66_zone:1,log,factor,0.00105299,0.0001,0.01,fmp_vk,1.0,0.0,1,269,66,1,6466214.295075729,1807086.122894226
fmp_vk_i:269_j:73_zone:1,log,factor,0.000970228,0.0001,0.01,fmp_vk,1.0,0.0,1,269,73,1,6469436.062062812,1808453.6818439383
fmp_vk_i:269_j:80_zone:1,log,factor,0.00125622,0.0001,0.01,fmp_vk,1.0,0.0,1,269,80,1,6472657.829049896,1809821.240793651
fmp_vk_i:31_j:10_zone:9,log,factor,0.000983416,0.0001,0.01,fmp_vk,1.0,0.0,1,31,10,9,6393943.154888837,1905685.7288573668
