obsnme,obsval,weight,obgnme,observationname,oname,otype,start,term,time,usecol,standard_deviation
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4047,5.18162807286,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4048,-16.6704724641,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4049,5.66397296945,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4050,-9.6118454606,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4051,8.69008786399,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4055,-14.7618723682,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4056,4.50252880669,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_4057,-9.47869977139,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:hds_otype:lst_usecol:simulatedequivalent_observationname:q18-01_52899,1.82271834895,28.46336101629318,hds,q18-01,hds,lst,,,,simulatedequivalent,0.5
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10013.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10013.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10044.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10044.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1005.0,4.541366633991026,2783.908103366953,aguacal_log,,sfr,lst,,,1005.0,flow,1.1009901650697422
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10074.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10074.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10105.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10105.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10136.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10136.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10166.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10166.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10197.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10197.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10227.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10227.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10258.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10258.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10289.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10289.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10317.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10317.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10348.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10348.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1035.0,4.498012649708934,2783.908103366953,aguacal_log,,sfr,lst,,,1035.0,flow,1.111602031693608
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10378.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10378.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10409.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10409.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10439.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10439.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10470.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10470.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10501.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10501.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10531.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10531.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10562.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10562.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10592.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10592.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10623.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10623.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10654.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10654.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1066.0,5.5503896493906435,2783.908103366953,aguacal_log,,sfr,lst,,,1066.0,flow,0.9008376557038534
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10682.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10682.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10713.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10713.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10743.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10743.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10774.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10774.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10804.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10804.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10835.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10835.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10866.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10866.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10896.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10896.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10927.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10927.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10957.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10957.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1096.0,6.760227006920843,2783.908103366953,aguacal_log,,sfr,lst,,,1096.0,flow,0.7396201333004357
oname:sfr_agua_cal_otype:lst_usecol:flow_time:10988.0,-999.0,0.0,aguacal_log,,sfr,lst,,,10988.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11019.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11019.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11048.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11048.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11079.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11079.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11109.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11109.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11140.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11140.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11170.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11170.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11201.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11201.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11232.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11232.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11262.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11262.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1127.0,6.782251745006304,2783.908103366953,aguacal_log,,sfr,lst,,,1127.0,flow,0.7372182850159527
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11293.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11293.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11323.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11323.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11354.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11354.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11385.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11385.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11413.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11413.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11444.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11444.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11474.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11474.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11505.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11505.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11535.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11535.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11566.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11566.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1158.0,7.760996493395655,2783.908103366953,aguacal_log,,sfr,lst,,,1158.0,flow,0.6442471664888433
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11597.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11597.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11627.0,-999.0,0.0,aguacal_log,,sfr,lst,,,11627.0,flow,
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11658.0,4.579647904479295,2783.908103366953,aguacal_log,,sfr,lst,,,11658.0,flow,1.0917869898053876
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11688.0,6.612191286817373,2783.908103366953,aguacal_log,,sfr,lst,,,11688.0,flow,0.7561789704977873
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11719.0,7.510358176698933,2783.908103366953,aguacal_log,,sfr,lst,,,11719.0,flow,0.6657472097020113
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11750.0,7.378968222902003,2783.908103366953,aguacal_log,,sfr,lst,,,11750.0,flow,0.6776015086338992
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11778.0,6.763675235695295,2783.908103366953,aguacal_log,,sfr,lst,,,11778.0,flow,0.7392430632406033
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11809.0,6.840391049726172,2783.908103366953,aguacal_log,,sfr,lst,,,11809.0,flow,0.7309523627600435
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11839.0,6.207658060427971,2783.908103366953,aguacal_log,,sfr,lst,,,11839.0,flow,0.8054567360714593
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1186.0,7.546793579349614,2783.908103366953,aguacal_log,,sfr,lst,,,1186.0,flow,0.6625330277591748
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11870.0,5.934660540222537,2783.908103366953,aguacal_log,,sfr,lst,,,11870.0,flow,0.8425081714635881
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11900.0,5.494822225943779,2783.908103366953,aguacal_log,,sfr,lst,,,11900.0,flow,0.9099475459629106
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11931.0,5.075376459397053,2783.908103366953,aguacal_log,,sfr,lst,,,11931.0,flow,0.9851485973503515
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11962.0,4.906049891401168,2783.908103366953,aguacal_log,,sfr,lst,,,11962.0,flow,1.0191498477753962
oname:sfr_agua_cal_otype:lst_usecol:flow_time:11992.0,4.43252034135893,2783.908103366953,aguacal_log,,sfr,lst,,,11992.0,flow,1.1280264082143143
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12023.0,4.864446770398081,2783.908103366953,aguacal_log,,sfr,lst,,,12023.0,flow,1.0278661142777445
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12053.0,5.647673967281898,2783.908103366953,aguacal_log,,sfr,lst,,,12053.0,flow,0.8853202272238088
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12084.0,7.670644832717748,2783.908103366953,aguacal_log,,sfr,lst,,,12084.0,flow,0.6518356812289632
oname:sfr_agua_cal_otype:lst_usecol:flow_time:121.0,6.888258505381887,2783.908103366953,aguacal_log,,sfr,lst,,,121.0,flow,0.72587287426763
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12115.0,7.11652856381983,2783.908103366953,aguacal_log,,sfr,lst,,,12115.0,flow,0.7025897465542141
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12143.0,6.658206614846228,2783.908103366953,aguacal_log,,sfr,lst,,,12143.0,flow,0.7509529651499821
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1217.0,7.113910590395578,2783.908103366953,aguacal_log,,sfr,lst,,,1217.0,flow,0.7028483049464315
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12174.0,6.578595146193718,2783.908103366953,aguacal_log,,sfr,lst,,,12174.0,flow,0.7600406908902015
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12204.0,6.749293449487857,2783.908103366953,aguacal_log,,sfr,lst,,,12204.0,flow,0.740818285265016
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12235.0,6.676978307291902,2783.908103366953,aguacal_log,,sfr,lst,,,12235.0,flow,0.7488417319762023
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12265.0,5.942665895342213,2783.908103366953,aguacal_log,,sfr,lst,,,12265.0,flow,0.8413732301388401
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12296.0,5.353529821077015,2783.908103366953,aguacal_log,,sfr,lst,,,12296.0,flow,0.9339632293285903
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12327.0,5.0750710841481625,2783.908103366953,aguacal_log,,sfr,lst,,,12327.0,flow,0.9852078753374224
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12357.0,4.877196210399112,2783.908103366953,aguacal_log,,sfr,lst,,,12357.0,flow,1.0251791776059873
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12388.0,4.975863886626278,2783.908103366953,aguacal_log,,sfr,lst,,,12388.0,flow,1.0048506377834396
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12418.0,5.4334433905521085,2783.908103366953,aguacal_log,,sfr,lst,,,12418.0,flow,0.9202267587243483
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12449.0,7.287545335304471,2783.908103366953,aguacal_log,,sfr,lst,,,12449.0,flow,0.6861020782646152
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1247.0,6.397411585235441,2783.908103366953,aguacal_log,,sfr,lst,,,1247.0,flow,0.7815660964411729
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12480.0,7.096962909656341,2783.908103366953,aguacal_log,,sfr,lst,,,12480.0,flow,0.7045267199011072
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12509.0,7.516458888661922,2783.908103366953,aguacal_log,,sfr,lst,,,12509.0,flow,0.6652068579184498
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12540.0,6.702134234546191,2783.908103366953,aguacal_log,,sfr,lst,,,12540.0,flow,0.7460310141547851
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12570.0,6.142169134073665,2783.908103366953,aguacal_log,,sfr,lst,,,12570.0,flow,0.8140446625382741
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12601.0,5.693321561951431,2783.908103366953,aguacal_log,,sfr,lst,,,12601.0,flow,0.8782219563031691
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12631.0,5.305296326658013,2783.908103366953,aguacal_log,,sfr,lst,,,12631.0,flow,0.9424544251894164
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12662.0,4.97701399774043,2783.908103366953,aguacal_log,,sfr,lst,,,12662.0,flow,1.0046184323110212
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12693.0,4.563085883684262,2783.908103366953,aguacal_log,,sfr,lst,,,12693.0,flow,1.0957497026032241
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12723.0,3.8341408337693346,2783.908103366953,aguacal_log,,sfr,lst,,,12723.0,flow,1.304073120100941
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12754.0,5.500147910173762,2783.908103366953,aguacal_log,,sfr,lst,,,12754.0,flow,0.9090664617857591
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1278.0,5.883694397430731,2783.908103366953,aguacal_log,,sfr,lst,,,1278.0,flow,0.8498062037660183
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12784.0,5.681093552143828,2783.908103366953,aguacal_log,,sfr,lst,,,12784.0,flow,0.8801122449591048
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12815.0,7.347505825703902,2783.908103366953,aguacal_log,,sfr,lst,,,12815.0,flow,0.680503033084835
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12846.0,7.293335005386912,2783.908103366953,aguacal_log,,sfr,lst,,,12846.0,flow,0.6855574296679039
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12874.0,7.044679948360022,2783.908103366953,aguacal_log,,sfr,lst,,,12874.0,flow,0.7097554518660544
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12905.0,7.296190135865237,2783.908103366953,aguacal_log,,sfr,lst,,,12905.0,flow,0.6852891587106457
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12935.0,6.803411225505144,2783.908103366953,aguacal_log,,sfr,lst,,,12935.0,flow,0.7349254417042469
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12966.0,6.922142995472551,2783.908103366953,aguacal_log,,sfr,lst,,,12966.0,flow,0.7223196636172159
oname:sfr_agua_cal_otype:lst_usecol:flow_time:12996.0,6.22972892885438,2783.908103366953,aguacal_log,,sfr,lst,,,12996.0,flow,0.8026031400566057
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13027.0,5.682419238148613,2783.908103366953,aguacal_log,,sfr,lst,,,13027.0,flow,0.8799069182422815
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13058.0,5.289256279342134,2783.908103366953,aguacal_log,,sfr,lst,,,13058.0,flow,0.9453124855243142
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1308.0,5.345318827560662,2783.908103366953,aguacal_log,,sfr,lst,,,1308.0,flow,0.9353978988530702
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13088.0,4.964949426423052,2783.908103366953,aguacal_log,,sfr,lst,,,13088.0,flow,1.0070596033446808
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13119.0,5.1137243178291785,2783.908103366953,aguacal_log,,sfr,lst,,,13119.0,flow,0.9777609603566866
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13149.0,5.471639007744302,2783.908103366953,aguacal_log,,sfr,lst,,,13149.0,flow,0.9138029743781039
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13180.0,7.7310134823027905,2783.908103366953,aguacal_log,,sfr,lst,,,13180.0,flow,0.6467457354000992
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13211.0,7.467634033123416,2783.908103366953,aguacal_log,,sfr,lst,,,13211.0,flow,0.6695561107871668
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13239.0,7.247085684184448,2783.908103366953,aguacal_log,,sfr,lst,,,13239.0,flow,0.6899325077543464
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13270.0,7.579297268524915,2783.908103366953,aguacal_log,,sfr,lst,,,13270.0,flow,0.6596917659851995
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13300.0,7.508862483224053,2783.908103366953,aguacal_log,,sfr,lst,,,13300.0,flow,0.6658798201686027
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13331.0,6.418002604491851,2783.908103366953,aguacal_log,,sfr,lst,,,13331.0,flow,0.7790585807024423
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13361.0,6.036608457493883,2783.908103366953,aguacal_log,,sfr,lst,,,13361.0,flow,0.8282796598797075
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1339.0,5.244492598098202,2783.908103366953,aguacal_log,,sfr,lst,,,1339.0,flow,0.9533810767152455
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13392.0,5.3641254791375745,2783.908103366953,aguacal_log,,sfr,lst,,,13392.0,flow,0.9321183889985889
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13423.0,5.303869663504912,2783.908103366953,aguacal_log,,sfr,lst,,,13423.0,flow,0.9427079316077861
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13453.0,5.132228941930628,2783.908103366953,aguacal_log,,sfr,lst,,,13453.0,flow,0.9742355722188638
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13484.0,5.277277591178629,2783.908103366953,aguacal_log,,sfr,lst,,,13484.0,flow,0.9474582137498091
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13514.0,5.565685399934888,2783.908103366953,aguacal_log,,sfr,lst,,,13514.0,flow,0.8983619519814205
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13545.0,6.585100364879871,2783.908103366953,aguacal_log,,sfr,lst,,,13545.0,flow,0.7592898700020364
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13576.0,6.068773432009938,2783.908103366953,aguacal_log,,sfr,lst,,,13576.0,flow,0.8238897128087433
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13604.0,7.202483210430678,2783.908103366953,aguacal_log,,sfr,lst,,,13604.0,flow,0.6942050198407919
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13635.0,6.564671866512815,2783.908103366953,aguacal_log,,sfr,lst,,,13635.0,flow,0.7616526921178809
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13665.0,6.040727626678216,2783.908103366953,aguacal_log,,sfr,lst,,,13665.0,flow,0.8277148563888302
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13696.0,5.705271158675994,2783.908103366953,aguacal_log,,sfr,lst,,,13696.0,flow,0.8763825348417508
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1370.0,4.922128514404148,2783.908103366953,aguacal_log,,sfr,lst,,,1370.0,flow,1.0158206932972125
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13726.0,5.229138954938684,2783.908103366953,aguacal_log,,sfr,lst,,,13726.0,flow,0.956180366038605
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13757.0,4.73785105168855,2783.908103366953,aguacal_log,,sfr,lst,,,13757.0,flow,1.0553307703115784
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13788.0,4.342779139935062,2783.908103366953,aguacal_log,,sfr,lst,,,13788.0,flow,1.1513364688573053
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13818.0,4.036884287596457,2783.908103366953,aguacal_log,,sfr,lst,,,13818.0,flow,1.2385789742259317
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13849.0,4.568677029587352,2783.908103366953,aguacal_log,,sfr,lst,,,13849.0,flow,1.094408724367983
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13879.0,4.708835449201813,2783.908103366953,aguacal_log,,sfr,lst,,,13879.0,flow,1.0618336643824624
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13910.0,6.02091702918134,2783.908103366953,aguacal_log,,sfr,lst,,,13910.0,flow,0.8304382830334146
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13941.0,7.512873672525195,2783.908103366953,aguacal_log,,sfr,lst,,,13941.0,flow,0.6655243010787137
oname:sfr_agua_cal_otype:lst_usecol:flow_time:13970.0,7.2560433671783064,2783.908103366953,aguacal_log,,sfr,lst,,,13970.0,flow,0.68908077680693
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1400.0,4.724682113620061,2783.908103366953,aguacal_log,,sfr,lst,,,1400.0,flow,1.0582722561558726
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14001.0,6.445716264809996,2783.908103366953,aguacal_log,,sfr,lst,,,14001.0,flow,0.7757089816840375
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14031.0,5.899766239575587,2783.908103366953,aguacal_log,,sfr,lst,,,14031.0,flow,0.8474912050684377
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14062.0,5.476277624376186,2783.908103366953,aguacal_log,,sfr,lst,,,14062.0,flow,0.9130289483031022
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14092.0,4.977774803304575,2783.908103366953,aguacal_log,,sfr,lst,,,14092.0,flow,1.0044648859327003
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14123.0,4.667868519792204,2783.908103366953,aguacal_log,,sfr,lst,,,14123.0,flow,1.0711527068081559
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14154.0,4.207830612372057,2783.908103366953,aguacal_log,,sfr,lst,,,14154.0,flow,1.1882607596652703
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14184.0,3.2152673434317225,2783.908103366953,aguacal_log,,sfr,lst,,,14184.0,flow,1.5550806405614144
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14215.0,3.4089398759901757,2783.908103366953,aguacal_log,,sfr,lst,,,14215.0,flow,1.466731647341735
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14245.0,5.4656873457406165,2783.908103366953,aguacal_log,,sfr,lst,,,14245.0,flow,0.9147980269849273
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14276.0,5.705199573639942,2783.908103366953,aguacal_log,,sfr,lst,,,14276.0,flow,0.8763935311048161
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14307.0,5.457271884449134,2783.908103366953,aguacal_log,,sfr,lst,,,14307.0,flow,0.916208703885148
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1431.0,5.057935905364356,2783.908103366953,aguacal_log,,sfr,lst,,,1431.0,flow,0.9885455437853787
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14335.0,7.3154421812937205,2783.908103366953,aguacal_log,,sfr,lst,,,14335.0,flow,0.6834856835838952
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14366.0,6.955857878879696,2783.908103366953,aguacal_log,,sfr,lst,,,14366.0,flow,0.7188185967947486
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14396.0,5.92603771612321,2783.908103366953,aguacal_log,,sfr,lst,,,14396.0,flow,0.8437340832975628
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14427.0,6.189656258788518,2783.908103366953,aguacal_log,,sfr,lst,,,14427.0,flow,0.8077993011163812
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14457.0,5.455071548270853,2783.908103366953,aguacal_log,,sfr,lst,,,14457.0,flow,0.916578262220025
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14488.0,4.994277975402731,2783.908103366953,aguacal_log,,sfr,lst,,,14488.0,flow,1.001145716082575
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14519.0,4.367358326083637,2783.908103366953,aguacal_log,,sfr,lst,,,14519.0,flow,1.1448568280138522
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14549.0,3.983138954570795,2783.908103366953,aguacal_log,,sfr,lst,,,14549.0,flow,1.255291381251543
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14580.0,5.482458999541712,2783.908103366953,aguacal_log,,sfr,lst,,,14580.0,flow,0.9119995243772837
oname:sfr_agua_cal_otype:lst_usecol:flow_time:1461.0,7.303073659878617,2783.908103366953,aguacal_log,,sfr,lst,,,1461.0,flow,0.6846432382941491
oname:sfr_agua_cal_otype:lst_usecol:flow_time:14610.0,4.799042645372915,2783.908103366953,aguacal_log,,sfr,lst,,,14610.0,flow,1.0418744673629523
